ID,Target
kN4Ixhsr1JzKJocx,took their owne goods and parte of what other goods they were to
rlnNnuSqn6Wo0O4D,Sealed and delivered in the wth possession
cXcUcqwnL68TJbrS,Anndell for Divers good causes and valuable considerations mee
Mqjf9xk8KhaTHBX6,any two neighbours shall appause them indifferently betweene both parties and
76MzbQm7n7slM61X,from his most Sacred Maj^ty Charls the Second
r9dIh2iSpvBoZfzF,Administrators and Assignes shall and may y
0yzdjCgzJLlDH5OJ,heires executo^rs Administrato^rs or Assign
kIvmIzm3gauOcuZl,premisses unto ye sd Tho wave his heirs Executors & Admrs forever
bGQWFIHtTEC2KIG6,soever now in the peceable possession of the said Richard
JCvY3E97yfFzxRFk,and Deliuery of these p^rsents haue full power  
ne0uZN6X5NHUD8wh,Signed Sealed & delived in the pnce of us
Snya2vORqM6s5B46,Sealed and delivered in the prsence of  sign x Jasper Alder
IpUJuaGVnpkEgbtu,"Scituate , Lyeing and being in the Said parrish"
KP4J42f1Mtae36Wr,"Scottland , ffrance and Ireland King Defender of the ffa"
xZFuryblCoqPew5f,of the other ptie Witnesseth that the said Farford Goldesmythe for valluable
9dj4ZPfPQFC4seDq,aforesaid Gent doe confess myself to owe and be justly indebted to
I61wKPcFqjMrftjQ,of land or plantation conteyning fower acres and a
rxXp1JPedNETNtg9,meanes and pcuremt In wittness whereof I the said Capt John Burch
A0FOd3p5MonyC2RF,Date hereof repaire the Dwelling House of time
CHi1Ds6hTT62hC4B,sealed and delivered unto the above named Capt Francis Futter one bond or
NqkzLskbnTSLIR9Q,Barbados planter for and in consideracon of a valluable some to
c4scbsTAq2wqNDyH,Williams Patrick Long Thomas Dawden and the sd Jacob English
4FDahhRvtRNg19DR,causes and considerations me hereunto moveing but
ODIlyY41BgiHCSuG,all the before bargained prmisdes from all former motgages giftes grannts
GD1NmcK7jRxl2nMd,shall Come I Thomas: Reade of the Towne of S^t. Micha:^lls
wof8rRYnr5llcF0c,Almighty God that he did See Frans Stonehall above
9YRu9JdaVqmN3X33,storehouse at the seaside Witness my hand this sixe and twentieth day of March 1640
KIWQqJH0sSbiXXe3,to ye sd Tho: Jones & Owen Williams Together wth all Houses buildings -
yKZgZHtxrrg3RZLI,"owne use and uses benefitt , and aduantage And it is h "
uHagaJ5PJ4R0AFMF,Said S:^r Timothy Thornhill Barro:^tt doth acknowledge himselfe
BIJxs2YuQvpX3ORz,the said Edmund Reynall his Executo^rs Admini
3X8XLgUVSy8Pq3OO,& Edw: Hollinshead North road upon ye ld of Ja: Eastmond & southwd upon ye
CjuUcIPtu0UVlt7b,ninety ffive one hundred Pounds and in the yeare one
67aCyQIfCPacBIe5,enfeoff and confirm for ever unto the said henry Sealy his
joPD57E6xAFEN7r7,full force and vertue . In wittnes whereof
xEqGh8DbayZAz92g,planter for a valuable consideracon already received Have given granted
p3bhTzdtNV8HBa08,shall come Greetinge Knowe yt whereas Jonathan Andews of London~
jYXRd00TByCBzusP,"farmer and other gifftts, grants, bargaines, Sales, Annuityes, Re"
6SVyPySNfbd5W412,divers good causes and valluable consideracons me hereunto
sIT2zuknXcIasu1n,The Island of Barbados sendth greeting in our Lord  
DsvZ7m0DhsCp91jc,and boulster and all thereunto belonging except
148GoWNoan9NWwpM,"of the Said partyes, shall have, receive and Enjoy the produce and"
xCVjCMXcQ7GXmXnU,with free ingresse and egresse to goe to the said storerome to carry or
t6ltJZD0pLAkyiwM,Samuell Lapthorne his heires executors or administrators
pG6SDBl3f6w5ETFZ,W^m Olivant W^m Booke Dennis Cornelius 
ZCIugzN076LrXNEc,Robert Downman of the parish of St Luceys in the Island of Barbados
N4IuDZuixyOnFq86,"thousand six hundred Seaventy and six, and in the Eight and"
7U6gZs4HH3ZhwQW1,His free and Voluntary act and Deed. Sam: ffa
sbRLoaNNWNIBGMfM,debt & debts dues & demands whatsoever which
kKylVAokTEnk9q8o,said Allexander ~Dantee~ Nicholls . To Have and to Hold
3COir8VRRrXF7TM0,"act, to a sent, privity or procurement, In witness where of"
lD86mhBbp1wdjSt5,yeare of the Reigne of our Sovereigne Lo
xkxwnQrS7RPeMOkI,"intended, to be granted, bargained and Sold, and every part &"
WvRMZ0cyEWnKAntR,penall sume of Tenne Thousand pounds of very good tobaccoe well
ESinjOrHCAp8lNSc,on the lands of Capt Thomas Seales windward and of Edward Port leeward w^ch was
kWhC844wHGV7oKCG,Signed sealed and delivered in the prsence of us & possession given
hPRgPskKL6MrGhsh,we the said John Salmon and Elie Amie for and
KNLjDvknC5gb4aUj,This Indenture; made the 25^th day of September
1wiG5k9iT8ZWyg1K,thirty Seven Perches and a halfe Perch of Land was Attached from Thoma
FEDa5UEwbgmKPRNn,or appointment shall bee made by the said Alice in his
zPFZuMVMRpc7beo4,in the nineteenth yeare of the reigne of our most gratious
voqbaSelRCBVS64k,aforesd: Gent my heires Exec^rs & Adm^rs to pay & delivr: unto
EFxKnxYJBen1XtfF,gifts writing or Contract whatsoever any parte or
F4RHudZS46CH3P3B,oath that hee saw the within named John Withing
jwPso64RyR4T05hF,pfitts and advantages whatsovr: thereunto belonging or any ways appteyneth
sZDZiwrlBws4eBVZ,parish of all saints and now adjoyneing to ye
pNMVEq12VgJwA3pa,in an other bond or Specialtie beareing date wth ye of the paymt:
eNeHAUkUmpMXWl1l,windward and the plantacon of the said Tho Mayer and Peter Bray leeward
YRXwkzhuHD86HNT6,These are to Lye Certifie all whome it may concerne that upon
UPDVV4FokZzsp8bK,Just sume of foure thousand pounds of machant able cotton or tobacco
0U9WVefldiEnb11P,& deliver this as his voluntary act & deede
rlkjM8EvGLeCdZT4,Richard Smith leward To have and to hould the above demised pmisses
s2MsNg2IwhtVDwB8,as aforesaid and the said william Martin 
u2GmKpt49cHoxrO0,on y^e. Lands of the said Reece which hee Lately. purchased from
7oPYu2dmzIChuOWz,lands scituate in the pish of S^t Andrews Overhill bounding ~~
0sh6VmDlDEQ5yHxE,& valuable consideracons me hereunto moveing as also for and in
veRn1vmHOPgrGPnE,all persons In wittness whereof the parties to these prsents
buiofUS8irrEm9fw,unto him the aforesaid Thomas Bacon his heires exers admistrs and assignes
4Qz2qjTvIwzi6yg2,1642 Theis P^rnts bindeth me Thomas Sewell of the Island aforesaid Gent
5sFX4xspPfGIzYtx,the said James Butler his heires Executo:^rs Administrato:^rs
OfuQgiRM8vrxWZJM,hearafter att and upon every reasonable reques
imjJw6qgqi7kA0oO,Secretary of the said Island and sole notary
XnmyTHMXyda6GmrD,require that the estate aforesaid belong unto my sonne
7s4catKMg7vsDPIH,to make seale deliver and (if need bee) for the premisses or any part thereof to appeare
MWYWih3ZxecP8MJ1,of him the said Richard Seawell his Executors &
PuDCCRnGEY59YVkQ,Judgements wherein he is bound to Robert Harrison by the first day of May next dated y^e 15^th Aprill 1642
5uF3MIflmG9DJ7Tb,thereof upon or before the twelveth day of May then likewyse next ensueing by the
vA5PxE8sNbkxcs7j,prmises from me the said Nicholas Butler my heires executors administra
BaYTvwbHPbPcv16d,within written wittnessed by us whose names are heir
onoiFNXJVZ8UJ8iZ,Seventy acres or there about was Atached An
ftCq5R12ClNKdTwx,In the yeare of our Lord and thousand six hundred
WbWUD9VaX1QumiRz,sell alien enffeoffee and confirm to the said Thomas Ellacott his
tOjgQGfuqqXFJGLn,right title and interest that now apperteyne unto mee and
BlRLQyfXNsZpTefr,Francis Darham for a valluable consideracon re^cd hath sould unto Richard Southwell his
8AEEISYk9SBw6SKy,whereof I the s^d John Tobin have hereunto set my hand and seale the 30^th
aMaN6h88wmG0O3Ab,pmisses . and appurtnances to him the said John Tobin* his heires
8Qe2wC27oQOAHvaP,Acertaine pcell of land or ground scituate Lyeing & being
jnFs8dFEKrpo1lWu,that my pte being the one half of twenty acres of land more or less
k15qV1Sfsbydk2KX,warrant and defend the same against all persons wtsoever lawfully Clayming any right
h2p7yJUvlIPmaRBf,and Morris Spirnger of the Island of the planter or to their assignes
4sOpnMYO1vl4PZFx,the date hereof sould unto M^r Daniell Wright and William Clutter buck
czgP2A9uaOq9S3Fl,Last will & testment of y^e s^d James Tyson deced as
bAYgzUIjsKELOpNM,Twenty & two casses of speritts foure barrels one Bagg pepper
penyQ9dAPi47i1Lb,Shipped by the grace of God in good order & well condicon
z0XzFCRbN3RxjeG6,"William Dymache, and South upon the Lands of George"
DX6jCOyJkMCWug7r,admistrs or assignes the summe of fourteene hundred pounds of the like
JclfPGRJ7NobyoWw,for and in consideration of the sum of ten thousand pounds of
ANK6BSVoIFYrsE4F,Barbados before me Richard Noke Deputy Sec:^ry
UdLEkHOUNX1yj0Rp,already before the ensealing and delivey of thiese prsents paid the receipt whereof I do
sCHwoLcDGNvBCDBA,unto the said fran O'Mulquiny his heires exers admistrs and assignes forever
kjsHRnZN8TxHMqED,to the said Tene acres of land accordinge as the same were held betweene
DzEdkxt9ygAGq6sr,and that I have good right full power and Lawfull Authority
7eGjxzMzeLif8jPT,negroes horses mares catles stock and plantation utencells before hereby
NMIsYI3b8ki56c2v,that he see the subscriber William Clarke to signe seale and deliver
wXKNACbyMleNv0IC,land I the said John Dyer purchased of Capt Phillipp Wood house
dCixtrvUjEJAedMv,"Edifices and buildings thereon with all timber, timber"
otGSflslVXzBsErj,or assignes the just sum of five hundred pounds
mWB9qX6WUwGTFOSx,acres of land bounded on the south to the lands lately in the possession of
IsoozHEv1bLiWAmk,Jone Williams Fran: Lawrence & Margt: Lawrence equally to be divided
J4x1A16zD9W45cyo,seaside & bounded wth the late plan . of John Robson windward & of
v13ARsvintlGztXZ,God Everlasting Know ye that I W^m Forster abovesd for divers
tufJDaxmsKYtVNpD,Pollard of and for seven thousand pounds of cotton In witness whereof I have hereunto
98elRyfqNSOYMnQz,"x procured, or by any wayes or meanes assented or agreed to the"
pKSYxuDQ6f8sZlfY,of October (1680) conteyneing three acres and one eighth part of an acre which said land
z3LF3YVTTikmkslc,Within named Bennett Reece and acknowledged the with
d9LxBmleE1sPcbTo,sd fifteen acres of land with the demised land & all & singular
OUq92PlJ8EF47pHm,and to hould with all and singuler other the premisses w^th their and
QYGDQDZeRUB87KLg,I the said Henry Cleaver have hereunto Sett my hand and Affixed my
WCiBqTYnMnm2a6tU,Phineos-Smith deputy Marshall unto me John Ham as
zfmS5d1CVZpZNG9C,her Voluntary Actt and Deed; Given under my 
M1wF2LuWweK9P0jq,of them shal be behind & unpaid in pte or in all after
DPsYv0RW59CVFE6s,"warranty, or by any other wayes, or meanes w"
xlsGohMzIVAn47Aq,answer I the said Deputy Secretary having heard did protest
wsi7QIOqPYTlwOeg,"heyres may might , Could , Should or ought to have had ^& enjoyed the"
bDk3xqZwUmMBcfWB,good causes and consederacons mee hereunto
VSeVo1Q76XFJXDyu,or defending against any pson or psons in the said Island of Barbados
cf143agQ48sKkAke,"hee will give Ord:^r to Satiffie it in England, as soone as"
qrnDdzUyfIWC1P92,a valuable consideracon to me in hand paid wch I ye sd John doe
bCE0UdsZz10UXcxz,Wee underwritten doe certifye and testifie to bee true unto all to whome
xqVbwYewpUQOgXLV,and forfeiture of twenty thousand pounds of merchantable and well condiconed cleere cotton
EG5bhQ7Il9brYnp1,building Copps timber & timber trees waters & water courses rights benefitts
A2lpTywdszc8jA6P,unto him the said Edmond : Lewis his heyres EXer^ Adm:^rs and
JMBlXjRtNtO7DAqP,"from, doe clearly acquitt Release and for ever discharge"
WYOvdBMQEI5kdKLV,that the said ship w.^th hath beene above two years
s6xHicEjZgzl1rCS,Vaughan in case Shee happen to Survive and out live the said
yIpUq7NBbrCGtjeC,1635 And in the Eleventh yeare of his Maties: raigne yt now is made
yLAsxW8PGM5WlqRt,well and truely paid the receipt whereof I the said William
ECJo1rCf9VaAlQIo,or houses grounds fences Joyning upon Mrs Bramble and
fn5XUXecqvcjwXJQ,yee that wee James Hooper and Thomas Hooper of Island aforesaid for
oOpKdBkEN2VINP4v,Stroud his heires Ex.^rs adm.^rs and assignes for ever without the lett trouble hinderance
MmZJZmCpMz7uVkt5,and payeing to the Governor or Comander in cheife for the time
tzQPxC5HChpoevbL,"Sledge, and one Crowe, Three Padds One Packe Sadle tree"
OhbVrpoiVgRV5IfL,"Moveable and Immoveable whatsoever thereon, therein, or thereunto"
kk0JN8rBzvlCWvU3,the s^d Thomas Hothersall all for consideracon of the sume of twoe
xOgQ4R9OWOuGIIzo,Capt Edmond Read in the pish of S^t James in the afore s^d Island of two
WFsBqumW7og8BW3r,acquitt and discharge him the said John Berringer his heires
JJQXnsecoqfrfmWe,Anno Sixteene hundred and fiftye lying in the Parish of
fKKE01yCwLVTHmQm,and sold and every part and parcell thereof without the lett
twBcwQMYx0zntp7W,M^r Richard Gay To have & to hould the sd pcell of land
iVqUZJW6l8R5vPfo,To have and to hould the said five and twentie acres of land with appurtenances unto
h62ysfYeMN2fSmBx,"reserved and other the covenant, grants, and"
iFPHKbk2DBqxhmaR,"and all Manner of debts , dues , dutyes , and demands what"
ntJ8UoHMouQQM6xP,penall sume of foure hundred pounds of good currant money of England
upH1gx2fIkFj3RmW,good and merchantable muscavado suger have given
f7JWK1HEvxFL3QI2,heires Executo:^rs and administrato^rs: forever ratify Establis
h0bSm2bnEPjPpB1O,allotted or appoynted unto or for tho'thers of them theire exers and admistrs
bGWsFbQTSAJecmLc,w^tsoever i doe hereby revoake all power and letter of attorney by mee
KjptN4xirXuCdveu,"forfeiture, and other Incumbrances, had made done or suffered by the"
wd0BGJlBKgFO2FBW,their & evy of their heires Ex^rs Adm^rs & assignes forevr: by theis
KO2k1gCDKdxujJ3B,do publicly and solemnly protest against the said Capt John Berry
tvgRo3Z7BozWwUMa,prsence of - George Millard - Anthony Greene
540y3NCvDv2YxqzY,six hundred and seventy and fourty thousand pounds more
0JyWVVHSH9E8N9kr,That the sugar menconed on the Credit side of his acco.^tt should be Charged as it
GFJbP9EWpEzQORZE,Eviction or Ejection of the said Abraham Chapman his heires
xgfTQzv0SXYeBaIz,free and Cleare Estate of inheritance in fee Simp
zVa0H7MAcfby85B3,"them, at all time & times, by night or by Day, when"
3duQasRWuMWyO2gN,any other persone or persones whatsoeuer whereun
114nzU7XAM7nmiFB,selves and against all and every person and persons
URzF35gxkcEDPgU8,abovesaid As wittness my hand this 25^th of June 1659
KSoKgSeEhF8q2Tab,"me withall, and for the preventing of Controversies which may aris"
VqlG0AQAMdzlufuF,and Island aforesaid the receipt whereof I doe hereby acknowledg
nyXJ7Vqx9CC9zaUc,"to have or clayme any right title or interest unto the said planta""con or any pte"
STzzzgoU04SrFnkY,of the Island of Barbados clear sendeth Greeting in Or Ld God everlasting
SiBSBJihCh5N5xwm,Richard Noke Deputy Secretary of the said Island and sole notary publique
hxcWILug6sySoYP7,"there to apperteyneing And alsoe two stills, still heads &"
iiQvY9dftYXjZwDz,date hereof to be accounted if the said John Cooke shall soe longer live
VmrEALeZiP1Y6nF9,his heires & assignes and all & Every other Pson & Psons Lawfully having or Cla
yovfBGvjPjrDzVEx,to the true intent and meaneing of these presents ~
wCFGH1hETIR0I5sC,Clarke of the Sd Island gent Send greeting in Our Lord God Evlasting for divrs
NWc2ehWnqItnoKgm,therein ye foreign Enemy Excepted and yt freed & cleered from
KuNTsXOuYLiTehTJ,Whereof I have hereunto sett our hands and Seales this fifteenth
b7NCryXe9NeUOQDF,Strange all my right title and Interest of the land within mentioned
dG5rP4H7lSaCkEej,"aforesaid I or either of us or any other pson or person, by or"
Z4R7IsiBH3x1hF9L,signed and delivered in the prsence of
rCYduDSOqXYknJX3,Singular other the premisses in and by these presents granted bargained
nvIX2ptLkT4ymJLX,to and with him the saide Abraham his Executo:^rs and
QmMjkMOxcfTRQ87t,appraised as aforesaid their heirs Executors & assignes for Ever to the only proper
R0NHAtbNqzzxZ0rK,Exonerated & Discharge the s:^d Sa:^m Henry his heyres
2OGnY9jxIkYpI8B9,all and singuler the forebargained primises with every pte and pcell thereof
p7eThK8uN965960O,ffebruary Theire Bill of Sale under theire hands and Seales
UC6BfBqworx6qEkk,Lord God Everlastinge Knowe yee that wee the said Thomas and Peter for
giUQfjte8mKpWTB5,with his said ship since the fore said limitted time of Sixty days
zFqR3L87KNdjd0oQ,Sonn of the aforesaid William Merchant on the other part witnesseth wherea
gNSav5n4F15yMnkU,Browne theire heyres Exec^rs: Adm^rs: or assignes forever
IlPuVdIbd9tymw9I,the pish of Andrew overhills in the Island aforesaid att a place called
eQYfd8CWpwhiJMAl,sue implead seize sequester attach imprison and condemne
8H2ITJSWZhAD6eh0,6 die Augtu1644 Bee it knowne unto all men by these pnts that I Edmund Key far
t1aVuqx1GBBhHjsW,Three musketts & two pr of bandaleers at
Lo17KAICfGBYQFeE,by my meanes Act consent and procurement And I the
7sajZ21mmHA6IBbG,arrest sue declare impleade imprison cause to be condemned and
BlnVS9GQLMsLK6hN,hundred three score and Tenne acres of Land & is furnished wth such
eQQ3IQx58TBpuia3,right title & interest wch within this bill of Sale wch
hSFPDAAww1IBHWvh,Stevens To have and to hould to the said Edward Harrison and Edward Broome
Xf53GrwovECETF4H,M.^ties Raigne made between the Said Thomas Rous of the
mg6tupUAvgmn6H9B,"und^r her and his heyres onely , In Wittnes where"
YpoQ37N3votJffau,for and in consideracon of the value of Thirty and nine thousand
U7aZFNSmheajM4hH,To all Xpian people to whome theise presents shall come greeting Know yee
Lu1RYgcamUXbD1Wz,more especially for and in Consideration of the Sume of one hundred
riOtNIfGPkL8LjkQ,and Stephens Gibbs a certaine pcell of land conteyninge twentye acres of standinge ground
AxPtnzjEgIPCt519,& secured to be pd whereof & wherewth I doe acknowledge myself fully -
h6K4p3CNd3kkPV5M,Likewise I doe freely and absolutely give unto my sonne
PiLIRZm3itST5H6i,accordinge to the tenor and purport of two bills beareinge date of these presents
Y1oYwoioBBfGwcEz,doe belong and apperteyne unto them and for sundry other pposes in
YmlajOc1YpkzuaKE,this 28^th December 1658 psonlly appeared before me Nathaniell Thornton
ZVVp7BnjglnrCAq3,exers admistrs and assignes to the onely sole proper use benefitt and behoofe
JDOK60RkT379FsR1,on the Land of Richard Bristoe Westwards on a small foote
b0h4Wr6FAqXjFG0Z,but more especially for the somme of vallue of foure hundred and
PM9Cego1hxZWSAZH,the p heard and made oath that the within
fw7lp5IzCyEmIXQl,63 by these prsents demise grant Lett and to Farme sett all that our
zAUguBuQqx9jR7Ee,hereunto annexed is expressed with all other profitts commodities privilidges and advantages
9yvlFSFx7ZHrZfUB,land of Edward Harrison and his parties Together with the particulars here under expressed
mWwqCOfSw3q3np7O,"&r Casin and by the Letters Patents or Comission,"
2KulvEqEEErpCOkf,"sustamed, for or by Reason of the said Stormed, Gusts, and Seas"
0DTMbt1OZQMK9fv5,said terme of eight yeares to fall cutt downe and
LduUDhK7VfWP7HOK,up as aforesd & the sd three cases of ye said English Speritts
VAD5q7U25gBBimRK,and every of their appurtenances unto ye said Wm
9eddjquHX2THRWBr,Articles of agreement indented made and agreed
tM5D6cpTucAFuDGN,Island M^r Joseph Cock Comander of the Kelch Susan and Mary of
6kksOgFvzeyGc5Mv,sd W^m Greenaway be it one thousand pounds of
UL4uKVDSEkTSgyJH,4 Steeres ~ Paid Carpenters -7500 Tobaccoe pd Lawyers 3200 Tobacco
9l5hSlqsDQ7eOD7r,and in my name and stead of all or any such persons or person within the Island
nSVUT4xQGwlpOIz7,either in his owne name or in the name of me the said John Johnstown
rMNmYemAFwO4Fk31,"and timber trees woods and und.^r woods, with all other the -"
T74IZPeQ36gvNsJ7,soe much goods as soe many negroes as the sd Farmer should put
GN5yRY49nn0EA5Vf,The condicon of the above written obligacon is such that if the ~
SKkYSrPZ4uSb7ue3,Lawfully Claimeing or Shall or may heareafter
9CvovHkThbE7kJHR,person or persons whatsoever justlye clameinge or prtendinge any
1S9BAdOg3Xr1UUr5,personally appeared in the Secretarys office of this Island of Barbados
ihad1Xoim0zxRO8P,^word seaven in the second line interlined was interlined before the Levry and Seizin
ebtj2FXVLEqNmwr1,parte whereof ye New house now stands with all
zaba5estdPQSD7zj,Coming with his said Ketch to this Island to the time of this
xgILw0jaiHsxXFAv,the said fower acres & halfe of land & every pt & pcell thereof w^th all the ~
9fUvdTrpraXfalzP,"Memorandums or Direction to Regulate himselfe by, he hath"
2S5gUysMmTj3H4KY,inlaw and to produce witnesses and proofes to ptest oppose desyre and heave
LwYAWfEBQ6xvJMkj,Then this Bill of Sale to bee holde and of none Effectt; or elf
BEmuQt3NatCL0WI8,hold and possess the said prebargained premises and every of them -
LeHp1iS2EbcdrzAB,"or any pte or pcell thereof  except before excepted, onely or any"
hKfKA9LKmnxpRcnO,Baldwin Senior of ye Island of Barbados Gents:
NB4HmJSixjx3sncN,Be it Remembred that upon y:^e 21 May 1694 -
HuHf4M1n9k8O1rTj,Samuell Richardson his said heires and assignes pay and discharge to the
fcyUXAVcVQYdl3y5,"is Limitted , Expressed , and declared and to none other use intent"
89P7zcSPms2WZGNF,"had made, Comitted or Done by us or either of"
yvdq90qlCeF7mNzl,Suffer no quietly to receive that moyety of the Customs due to the Lord Francis
H7apSyvEOSFqUs0M,their & every of yr: heires Ex^rs & Adm^rs & ye & every of yr: lands
J5KfNh4GYWEscu03,and every part and percell thereof to the said Capt:
CKB6GJz8mOQfk59Y,his Executo^rs: administrato^rs: or assignes from the day of the date of these
sT9Md8X0lOFCam2Q,executors or assignes shall furnish the said Sev^t Terrill w^th s lustie sound and
RnBNbzS6guTYSwcQ,further binde himselfe his heyres Adm:^es and Assignes in the sum
yuGDloAptWehcqI2,before the expiration of the demise that then the said John Leslye
DZmrW3qZ3vHPbQeN,Sandiford one of the wittnesses to the about written Deede & made
q6zjgF4yqQm7sM3m,given by the said Francis Hickman to M^r.
mRU6i096dnfQaBzz,the day abovesaid repaire abord the said shipp
wh4zzfKbF4zqtr5M,to giue grant bargaine and Sell the Same vnto the ~~
KKcKYEcduf8tawWs,account of the said Sanford Griffith and Coupie on or about ye twenty nine
WYYOoWYNXmpGmUmH,Said Henry Mosely doe hereby Confesse & Acknow
i3TzlY3xODTOa3Oe,10th of Jul: To all Christian People to whome this prnt wrighting shall come ~
M2tYuBGVbtrDmgqP,other attorneys with like or limited power promisinge to hould for firme
Rz2FDwjEXaChj4CK,"other the ~Barbados~ Lands of the Thomas Grigson, with one Cra "
XjXPcxrzrDPZ6vt1,that Hugh Bankroft of this Island plant^r for a valluable consideracon
syVe0NKvUpKrA4YF,said plantacon as is sett in a schedule hereunto annexed for ye
zWgUa9oCUAnWkLsa,"and Deed, Given and or my hand the 14th of October 1684"
OgKEf6IPNVRaheld,"given granted , bargained , and ,Sold and doe by these"
gSXt2RMZhYKYcwIB,3^0 die 7 Bis Dorcas Homested in the Island of of Trinidado do make this my last will & Testament
2JudIfOqm6l1lTKG,assignes from ye day of ye date hereof for ever
7RjZGxVckf448wuU,said Thomas Clarke and John Weale theire heires Executors
IMJvEoKbI5o17RTv,Entred ye of forty thousand pounds of Muscovado suger unto mee my
uxKzFbF0hBWN1qqJ,appeared before mee and made oath on the Holy Evangelists that hee
Xhf29bJraRpNbVKl,where with he acknowledgeth himselfe fully satisfied
JscFzFGLUN7R503F,"this obliga""con is such that if the above bargained Robert Yeamans his heires"
s28IDBKUKXHqk9yD,ever without the lett molestacon trouble or deniall of me the said Thomas
nzB2pspNZkvkMuLy,long after as they shall think fitting & convenient in manner & forme
NWyuJVscjSKpDAqu,in the Consideracon of the two thirds received of the
FEz35iQHIZ9nA7pB,Robert Downeman & William Sheppard of the Island of Barbados
bOI6uZuHCjnvFGsW,"Ann Johnston by the grace of God of England, Scotland, ffrance"
zQSrZsP0fXhgQTNF,land unto Edward Lake Eldest sonne of the sd Mr Lake & there was
woAgiCzLGCzlX3kY,Legard her heires Executors Administrators or Assignes to w^ch
WL4KziGK98paXPlJ,people that upon the eightienth day of Septem
sZQ7QjtkQ4xnAMbL,Island Planter his heires executors and administrators the just
toObHFUJa1SnCHl7,Appearer in Chooseing Arbitratrs to adjust the differences
S6yTsKDfNACRbAR4,John Woodmansey of New England Merchant signe and deliver the
jmVKhLTfIqzv7x3d,"for Ever, without, lett, hindrance, Molestation o"
3xcJOXyKiQ1iD283,"presents is thereof Lawfully, Surely, and Solely and"
aEtfO1mvKORAAvpp,Paying therefore yearly and Every yeare Dureing the Last
wzfJXuFNdztSDF2P,paid unto Adam Morgan of the same Island Gent his heires exers or assignes
woV3tAY4vxqLsD2h,of the Island aforesaid gentleman sendeth greeting in Our Lord God Everlasting Knowe
OHnq7mr0KnApuBHd,"the S:^d Martha Westwood, doth hereby respectively, -"
7D0RFhoTnm830Yrs,"rentes as is or shall hereafter come due to the church, and the Right Hon^ble"
dGNYoOwfTS34omVW,meaning of these presents and the sayd parlys to the
6I0TMTkE9dURrDlm,or more friends indifferently thosen between the aforesaid ~Richard ~ ^John Bayley
XUA0j3jLtKmJfCpu,myne heires Exec^rs & ad^rs doe by theis prsents coveniet: pmise & grt.
o5CqFzDTDx4nDiA9,of ye planatation of ward Duffe & abuteing on ye mile & quarter house
GhoijlwDxbqeikAz,and Ann my wife sendeth greeing in our Lord 
k0DWB7p2ol2J4n43,belonging unto any pson or psons within this Island that have not
BTbk77u5yXroUqQE,all w^tsoever my said attorney shall doe inthe premisses by vertue of these
KifBtcdzKVUWH70X,or else to stand remaine & be in full power force strength the &
utGWhpJzyXyTEwt1,and sell unto Henry Hilton W^m Pacey and John Slotter their heires exers
MpDLqM2NKu23k7lu,of fourteene thousand pounds of good & mchantable well
wJxLo0wGdSn8QV7O,"Def^t,, Def^t,, & the p^tt,, to pay charges"
WHjio81dPB54siVe,at any time heretofore made had comitted or done or suffered
9Vg8WnOnqQfkplJe,Island planter the full and just quantity of one thousand two hundred and thirty pounds of the
SqmwXVUhg5diyNnK,"Know yee that wee the said adam payne, and my wife for divers good causes"
0pTrAB9K1tq6FYnS,my hand and seale the 27^th November Ano: Domi 1641
xwp4hCvuZaqz1gBh,"Doth give, grant, bargaine, Sell, aliene, Enffeof"
yFRbgVWfzCGhhZB7,This eight day of august (1684) George menconed in the deed on the other side -
xAB86eNAZzUDRyYa,"and assignes by these presents, That hee the Said Thomas:"
TtFzl8vV3RmMxcXg,To all Christian People to whom this present wrighting
OfLougfEQ57tw1wu,Know all men by theis pnts yt I George Bearnes of ye Island
F3keWFupvrdGoJPy,and assignes or any one of them or either of them assignes to reenter upon the said
Ym52Rv7MP6B1iCHp,after Expressed Have Demised granted and to far 
hhyzgi6lchNUcCiU,Barbados- 16th December 1644 - Knowe all men by these prsents that I
RG5s0f4GlIO78Aur,and Adm: Strato^rs: dureinge the terme aforsaide
WQDQfvJci37NaVKb,and ye sd Geo Soley his heires executors adm^rs & assignes that he the
Yq54XCcVRGgagrHS,into his Possesion the sd horses together w^th the Body of y^e sd
uJExju1UyJbOBPuz,M^r Joseph Belgrave on the windward and leeward downing on the leeward
uqN7JeJrr9aM3pI8,the same to bee recovered against them or any
SGCXZg4aa9O0AAIM,to whom they gave chose heires supposed to be a portages from
Pn4INYNPCSw4ZYPz,of London merchant and Henery Williamson .citttizen and Draper of London send
5L3bEhqeyOYoRSoZ,also three sowes one bore with other necessaryes To have and to hold unto the said
G2uCGWo7RFvAQZJe,man named Antonio w^ch is betwixt W^m Jones & the said
tcozMdant8nXiWqs,-firmed and by theis psents doth freely cleer;y and absolutely give grant bargaine and sell
icFv4Q6icqzY5L6d,"his heyres and assignes, That I the said Thomas: Reade"
niiVoLq5ygigkTJL,as aforesd either by himselfe or some other able pson or psons
MrDIddE0O11KlVrW,"Giue , grant , Release , and Confirme, unto y^e Saide Richard"
6O6a1V20YYH5oVmx,Directly and peaceably to enjoye the same without the lett suite trouble
ICzejSWKCAFyjh8O,by the said recited deed or writeing whereunto
Ev7vcuBkqs10IfIV,Deputy Secretary haveing heard did protest
